,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 2086,ID 2086,ID 2086,ID 2086,ID 2086,ID 2086,ID 2086,ID 1718,ID 1718,ID 1718,ID 1718,ID 1718,ID 1718,ID 1718,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1984,ID 1984,ID 1984,ID 1984,ID 1984,ID 1984,ID 1984,ID 1824,ID 1824,ID 1824,ID 1824,ID 1824,ID 1824,ID 1824,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1594,ID 1594,ID 1594,ID 1594,ID 1594,ID 1594,ID 1594,ID 1846,ID 1846,ID 1846,ID 1846,ID 1846,ID 1846,ID 1846
,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,HEALY,HEALY,HEALY,HEALY,HEALY,HEALY,HEALY,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,REEKIE,REEKIE,REEKIE,REEKIE,REEKIE,REEKIE,REEKIE,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,AFONSO,AFONSO,AFONSO,AFONSO,AFONSO,AFONSO,AFONSO,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,BELL,BELL,BELL,BELL,BELL,BELL,BELL,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,GUERRERO,GUERRERO,GUERRERO,GUERRERO,GUERRERO,GUERRERO,GUERRERO,CAVALLI,CAVALLI,CAVALLI,CAVALLI,CAVALLI,CAVALLI,CAVALLI
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
03:14.598,62.949,54.744,6.792,-0.002,1172.070,1167.700,3.08,63.545,51.784,6.575,0.010,1169.913,1164.673,3.11,63.38,53.159,6.732,0.004,1170.878,1166.057,3.06,64.187,52.602,6.800,0.055,1181.359,1165.351,2.40,64.61,49.815,6.583,-0.012,1186.236,1162.565,2.43,62.181,57.828,6.677,-0.029,1184.460,1170.870,2.87,63.814,49.863,6.632,0.001,1171.243,1162.724,3.20,64.356,48.634,6.682,-0.010,1169.339,1161.441,2.85,62.529,57.423,6.925,0.045,1188.964,1170.368,2.67,62.796,58.01,6.703,-0.053,1183.356,1170.825,2.26,64.234,45.468,6.562,0.015,1170.014,1158.288,3.03,64.375,51.422,6.702,0.024,1180.247,1164.156,2.43,33.7,7.86,5.019,-0.029,1125.585,1106.026,1.86
03:14.698,62.786,55.418,6.785,-0.005,1172.070,1168.395,3.07,63.421,52.51,6.589,0.017,1169.913,1165.410,3.15,63.208,53.79,6.720,-0.001,1170.878,1166.710,3.05,64.087,53.263,6.811,0.057,1181.359,1165.995,2.37,64.475,50.459,6.592,-0.007,1187.522,1163.222,2.41,61.937,58.379,6.672,-0.029,1184.460,1171.472,2.85,63.743,50.485,6.641,0.006,1172.619,1163.350,3.19,64.326,49.154,6.673,-0.014,1169.339,1161.962,2.80,62.24,58.105,6.920,0.040,1188.964,1171.109,2.67,62.579,58.596,6.693,-0.055,1183.356,1171.450,2.21,64.185,46.108,6.555,0.011,1170.014,1158.930,3.10,64.182,52.104,6.697,0.020,1181.596,1164.863,2.41,34.271,8.106,5.021,-0.026,1127.338,1106.634,2.16
03:14.798,62.609,56.035,6.778,-0.009,1173.459,1169.038,3.05,63.302,53.18,6.604,0.024,1171.413,1166.090,3.13,63.008,54.463,6.709,-0.007,1172.217,1167.412,3.06,63.977,53.868,6.822,0.060,1182.779,1166.598,2.33,64.309,51.233,6.601,-0.002,1188.958,1163.996,2.46,61.655,59.024,6.668,-0.030,1185.819,1172.170,2.89,63.641,51.233,6.651,0.011,1173.986,1164.114,3.18,64.311,49.78,6.665,-0.017,1170.440,1162.572,2.78,62.018,58.735,6.915,0.035,1190.287,1171.777,2.70,62.297,59.266,6.683,-0.058,1184.689,1172.135,2.21,64.195,46.711,6.549,0.007,1171.320,1159.532,3.13,64.056,52.744,6.691,0.016,1182.948,1165.516,2.47,34.595,8.172,5.023,-0.024,1127.338,1106.964,2.29
03:14.899,62.43,56.653,6.771,-0.012,1174.730,1169.680,3.03,63.233,53.906,6.618,0.031,1172.806,1166.817,3.12,62.799,55.067,6.698,-0.013,1173.551,1168.057,3.09,63.78,54.64,6.833,0.062,1184.190,1167.394,2.29,64.221,52.045,6.609,0.003,1188.958,1164.798,2.51,61.398,59.648,6.664,-0.030,1187.191,1172.845,2.92,63.53,51.936,6.661,0.017,1173.986,1164.825,3.17,64.168,50.442,6.657,-0.021,1171.723,1163.248,2.71,61.82,59.289,6.910,0.029,1191.523,1172.346,2.69,61.992,59.948,6.673,-0.060,1186.155,1172.882,2.23,64.177,47.338,6.542,0.003,1172.543,1160.164,3.10,63.945,53.544,6.686,0.012,1182.948,1166.292,2.47,34.908,8.218,5.025,-0.021,1128.592,1107.281,2.29
03:14.998,62.233,57.297,6.764,-0.016,1174.730,1170.354,3.01,63.149,54.559,6.633,0.038,1172.806,1167.471,3.00,62.659,55.706,6.687,-0.019,1173.551,1168.708,3.14,63.535,55.362,6.843,0.064,1184.190,1168.117,2.29,64.13,52.732,6.618,0.008,1188.958,1165.489,2.44,61.133,60.282,6.660,-0.031,1187.191,1173.532,2.90,63.384,52.688,6.670,0.022,1173.986,1165.591,3.14,63.994,51.154,6.648,-0.024,1171.723,1163.977,2.76,61.58,59.904,6.905,0.024,1191.523,1173.000,2.66,61.654,60.513,6.663,-0.063,1186.155,1173.536,2.24,64.15,47.908,6.536,-0.002,1172.543,1160.734,3.09,63.859,54.176,6.681,0.008,1182.948,1166.925,2.40,35.291,8.206,5.027,-0.018,1128.592,1107.654,2.28
03:15.098,62.015,57.936,6.756,-0.019,1174.730,1171.030,2.99,62.961,55.211,6.647,0.045,1172.806,1168.146,2.93,62.527,56.282,6.676,-0.025,1173.551,1169.298,3.08,63.34,56.081,6.854,0.067,1184.190,1168.861,2.35,64.041,53.346,6.627,0.013,1190.481,1166.076,2.40,60.885,60.835,6.655,-0.031,1187.191,1174.133,2.89,63.229,53.479,6.680,0.027,1175.477,1166.403,3.14,63.861,51.851,6.640,-0.028,1171.723,1164.677,2.84,61.275,60.523,6.900,0.019,1191.523,1173.707,2.63,61.38,61.119,6.664,-0.059,1186.155,1174.164,2.32,64.129,48.499,6.533,-0.003,1172.543,1161.325,3.07,63.678,54.837,6.679,0.007,1184.400,1167.623,2.33,35.802,8.312,5.039,-0.012,1128.592,1108.135,2.19
03:15.198,61.755,58.599,6.745,-0.024,1176.079,1171.741,2.97,62.736,55.928,6.656,0.047,1174.158,1168.897,2.94,62.357,56.857,6.666,-0.028,1174.793,1169.897,3.03,63.131,56.804,6.861,0.066,1185.722,1169.614,2.32,63.918,54.037,6.627,0.013,1190.481,1166.775,2.36,60.554,61.547,6.660,-0.027,1188.505,1174.917,2.89,63.06,54.152,6.693,0.033,1175.477,1167.097,3.11,63.769,52.553,6.635,-0.029,1173.171,1165.384,2.83,61.005,61.077,6.892,0.013,1192.879,1174.295,2.66,61.055,61.794,6.665,-0.055,1187.483,1174.913,2.32,64.073,49.153,6.529,-0.005,1173.711,1161.983,3.04,63.504,55.459,6.678,0.006,1184.400,1168.219,2.35,36.505,8.592,5.051,-0.005,1128.592,1108.886,2.19
03:15.298,61.508,59.174,6.734,-0.029,1176.079,1172.366,2.98,62.593,56.625,6.664,0.049,1174.158,1169.605,2.94,62.124,57.41,6.657,-0.032,1174.793,1170.498,3.02,62.928,57.436,6.867,0.066,1185.722,1170.240,2.30,63.765,54.657,6.628,0.012,1191.802,1167.415,2.31,60.229,62.079,6.665,-0.023,1188.505,1175.532,2.86,62.979,54.741,6.706,0.038,1176.976,1167.689,3.11,63.621,53.241,6.630,-0.030,1173.171,1166.077,2.78,60.701,61.721,6.883,0.007,1192.879,1175.007,2.67,60.778,62.425,6.666,-0.051,1187.483,1175.601,2.31,63.943,49.859,6.526,-0.006,1173.711,1162.701,3.04,63.264,56.044,6.676,0.005,1185.731,1168.849,2.35,37.107,8.779,5.063,0.002,1130.237,1109.515,2.30
03:15.398,61.217,59.802,6.722,-0.033,1177.428,1173.058,2.99,62.415,57.189,6.673,0.051,1175.612,1170.189,2.87,61.864,58.026,6.648,-0.035,1176.005,1171.167,3.05,62.744,58.072,6.874,0.066,1187.128,1170.901,2.29,63.524,55.249,6.628,0.012,1191.802,1168.014,2.30,59.894,62.727,6.670,-0.019,1189.902,1176.263,2.92,62.899,55.357,6.719,0.044,1176.976,1168.304,3.05,63.507,53.882,6.625,-0.030,1174.587,1166.726,2.79,60.439,62.348,6.874,0.002,1194.213,1175.685,2.66,60.47,63.063,6.668,-0.048,1188.928,1176.266,2.27,63.88,50.487,6.523,-0.008,1175.089,1163.333,3.07,62.984,56.68,6.675,0.003,1185.731,1169.540,2.40,37.715,8.982,5.074,0.009,1130.237,1110.119,2.33
03:15.498,60.927,60.332,6.711,-0.038,1178.710,1173.661,3.01,62.226,57.777,6.682,0.054,1176.807,1170.807,2.86,61.571,58.676,6.639,-0.038,1177.374,1171.878,3.08,62.499,58.704,6.880,0.065,1188.451,1171.579,2.24,63.334,55.968,6.629,0.012,1193.076,1168.756,2.39,59.556,63.401,6.675,-0.014,1191.371,1177.017,2.91,62.752,55.996,6.733,0.049,1178.191,1168.957,2.96,63.288,54.487,6.620,-0.031,1175.863,1167.367,2.74,60.19,62.905,6.865,-0.004,1195.489,1176.270,2.61,60.149,63.781,6.669,-0.044,1190.409,1177.049,2.24,63.809,51.088,6.520,-0.009,1176.312,1163.938,3.04,62.781,57.323,6.673,0.002,1187.058,1170.186,2.48,38.412,9.348,5.086,0.016,1131.508,1110.892,2.38
03:15.598,60.644,60.889,6.701,-0.042,1178.710,1174.289,3.06,61.963,58.421,6.682,0.052,1176.807,1171.502,2.83,61.36,59.303,6.631,-0.041,1177.374,1172.544,3.13,62.187,59.322,6.888,0.067,1188.451,1172.230,2.25,63.2,56.633,6.626,0.009,1193.076,1169.431,2.36,59.241,63.936,6.680,-0.011,1191.371,1177.638,2.86,62.591,56.717,6.741,0.052,1178.191,1169.693,2.90,63.097,55.099,6.623,-0.029,1175.863,1167.998,2.81,59.818,63.591,6.863,-0.005,1195.489,1177.050,2.56,59.78,64.346,6.679,-0.037,1190.409,1177.723,2.16,63.668,51.757,6.522,-0.008,1176.312,1164.622,3.03,62.615,57.953,6.681,0.006,1187.058,1170.835,2.47,38.696,9.314,5.093,0.018,1131.508,1111.154,2.52
03:15.698,60.36,61.398,6.699,-0.041,1178.710,1174.872,3.08,61.71,58.982,6.676,0.046,1176.807,1172.110,2.85,61.142,59.913,6.625,-0.042,1177.374,1173.190,3.08,61.904,60.05,6.880,0.060,1188.451,1173.011,2.31,63.03,57.235,6.619,0.005,1194.496,1170.016,2.29,58.893,64.507,6.689,-0.006,1191.371,1178.300,2.87,62.376,57.433,6.725,0.042,1179.571,1170.431,2.84,62.921,55.733,6.615,-0.031,1175.863,1168.655,2.84,59.476,64.299,6.862,-0.006,1195.489,1177.834,2.54,59.436,64.918,6.688,-0.030,1190.409,1178.353,2.20,63.529,52.409,6.525,-0.006,1176.312,1165.289,3.04,62.365,58.571,6.689,0.010,1188.383,1171.502,2.40,39.066,9.36,5.101,0.021,1132.543,1111.521,2.41
03:15.798,60.087,61.956,6.698,-0.039,1179.923,1175.493,3.11,61.428,59.616,6.670,0.041,1178.124,1172.804,2.88,60.883,60.491,6.618,-0.043,1178.690,1173.825,3.03,61.628,60.69,6.872,0.052,1189.929,1173.708,2.28,62.821,57.724,6.612,0.002,1194.496,1170.547,2.27,58.522,65.079,6.697,-0.001,1192.675,1178.982,2.87,62.144,58.019,6.710,0.032,1179.571,1171.062,2.81,62.784,56.336,6.606,-0.034,1177.175,1169.271,2.82,59.095,64.89,6.860,-0.007,1197.069,1178.513,2.48,59.089,65.428,6.698,-0.022,1191.763,1178.969,2.19,63.38,53.038,6.527,-0.004,1177.669,1165.936,3.05,62.04,59.194,6.697,0.014,1188.383,1172.172,2.42,39.745,9.644,5.108,0.024,1132.543,1112.221,2.34
03:15.898,59.772,62.551,6.696,-0.038,1179.923,1176.172,3.10,61.174,60.198,6.664,0.035,1178.124,1173.439,2.89,60.585,61.099,6.611,-0.044,1178.690,1174.503,3.04,61.412,61.193,6.864,0.045,1189.929,1174.216,2.27,62.556,58.26,6.605,-0.002,1195.651,1171.143,2.29,58.128,65.637,6.706,0.003,1192.675,1179.665,2.87,61.983,58.534,6.695,0.022,1180.960,1171.601,2.82,62.627,56.823,6.598,-0.036,1177.175,1169.784,2.77,58.812,65.516,6.858,-0.007,1197.069,1179.193,2.49,58.753,65.987,6.708,-0.015,1191.763,1179.622,2.21,63.213,53.701,6.530,-0.003,1177.669,1166.623,3.07,61.746,59.819,6.706,0.018,1189.756,1172.862,2.50,40.338,9.99,5.115,0.026,1133.647,1112.897,2.40
03:15.998,59.446,63.161,6.695,-0.037,1181.217,1176.864,3.10,60.906,60.769,6.658,0.030,1179.452,1174.065,2.89,60.294,61.654,6.604,-0.046,1179.999,1175.130,3.04,61.198,61.69,6.856,0.037,1191.173,1174.756,2.26,62.354,58.825,6.598,-0.006,1195.651,1171.743,2.35,57.737,66.173,6.714,0.008,1194.038,1180.324,2.90,61.82,58.873,6.680,0.012,1180.960,1171.975,2.79,62.426,57.374,6.590,-0.038,1178.302,1170.359,2.78,58.392,66.173,6.856,-0.008,1198.454,1179.974,2.39,58.417,66.556,6.717,-0.008,1193.024,1180.233,2.19,63.067,54.417,6.532,-0.001,1178.999,1167.353,3.07,61.471,60.516,6.714,0.022,1189.756,1173.612,2.51,40.834,10.17,5.122,0.029,1133.647,1113.425,2.52
03:16.098,59.072,63.737,6.693,-0.035,1181.217,1177.550,3.08,60.642,61.383,6.652,0.024,1179.452,1174.732,2.90,59.948,62.255,6.598,-0.047,1179.999,1175.823,3.05,60.845,62.278,6.848,0.030,1191.173,1175.440,2.23,62.061,59.493,6.588,-0.011,1196.846,1172.437,2.34,57.348,66.787,6.721,0.012,1194.038,1181.050,2.92,61.596,59.331,6.656,-0.002,1180.960,1172.475,2.82,62.193,57.965,6.574,-0.046,1178.302,1170.995,2.78,58.017,66.689,6.863,-0.004,1198.454,1180.576,2.39,57.955,67.233,6.722,-0.005,1193.024,1181.052,2.15,62.878,55.13,6.538,0.003,1178.999,1168.093,3.04,61.218,61.172,6.722,0.027,1191.189,1174.284,2.49,41.321,10.416,5.128,0.031,1134.851,1113.967,2.52
03:16.198,58.712,64.329,6.695,-0.033,1182.594,1178.248,3.12,60.359,61.911,6.637,0.015,1180.751,1175.331,2.86,59.633,62.832,6.598,-0.045,1181.319,1176.485,3.09,60.467,62.84,6.825,0.017,1192.396,1176.074,2.28,61.816,60.046,6.584,-0.012,1196.846,1173.041,2.36,56.95,67.364,6.729,0.015,1195.427,1181.750,2.88,61.313,59.892,6.632,-0.014,1182.381,1173.102,2.85,61.936,58.57,6.557,-0.052,1179.517,1171.652,2.79,57.572,67.249,6.865,-0.003,1199.864,1181.291,2.39,57.538,67.84,6.734,0.001,1194.503,1181.788,2.12,62.66,55.793,6.539,0.003,1180.466,1168.791,3.04,60.959,61.867,6.718,0.023,1191.189,1175.022,2.44,41.751,10.635,5.133,0.032,1134.851,1114.426,2.58
03:16.298,58.327,65.028,6.697,-0.030,1182.594,1179.044,3.12,60.011,62.421,6.622,0.006,1180.751,1175.943,2.88,59.341,63.434,6.598,-0.042,1181.319,1177.153,3.08,60.145,63.364,6.801,0.004,1192.396,1176.690,2.36,61.544,60.675,6.581,-0.013,1198.180,1173.728,2.36,56.536,67.927,6.738,0.018,1195.427,1182.440,2.86,61.031,60.476,6.608,-0.025,1182.381,1173.752,2.88,61.738,59.146,6.539,-0.058,1179.517,1172.243,2.82,57.133,67.89,6.866,-0.002,1199.864,1182.033,2.42,57.102,68.379,6.746,0.008,1194.503,1182.432,2.10,62.499,56.367,6.540,0.004,1180.466,1169.387,3.05,60.629,62.542,6.713,0.020,1192.633,1175.772,2.36,42.11,10.759,5.137,0.033,1135.879,1114.806,2.61
03:16.398,58.002,65.568,6.700,-0.027,1184.084,1179.676,3.06,59.683,63.091,6.606,-0.002,1181.964,1176.685,2.96,58.997,63.976,6.598,-0.040,1182.644,1177.794,3.03,59.793,63.893,6.778,-0.010,1193.688,1177.324,2.37,61.249,61.336,6.578,-0.014,1198.180,1174.417,2.36,56.098,68.432,6.746,0.022,1196.826,1183.109,2.83,60.788,61.027,6.585,-0.037,1183.657,1174.348,2.91,61.517,59.698,6.522,-0.065,1180.782,1172.843,2.79,56.719,68.403,6.868,-0.001,1201.361,1182.693,2.40,56.678,68.953,6.759,0.014,1195.938,1183.144,2.11,62.292,56.923,6.541,0.004,1181.765,1169.979,3.03,60.312,63.096,6.709,0.017,1192.633,1176.374,2.35,42.577,10.925,5.142,0.033,1135.879,1115.300,2.58
03:16.498,57.639,66.171,6.702,-0.024,1185.411,1180.380,3.05,59.38,63.752,6.591,-0.011,1183.430,1177.408,2.91,58.638,64.529,6.598,-0.037,1183.939,1178.456,3.06,59.472,64.474,6.755,-0.023,1194.979,1177.988,2.41,60.919,61.932,6.574,-0.015,1199.590,1175.098,2.34,55.647,68.92,6.754,0.025,1198.145,1183.772,2.85,60.546,61.671,6.561,-0.049,1184.934,1175.032,2.89,61.308,60.243,6.504,-0.071,1181.953,1173.426,2.77,56.321,69.008,6.870,0.001,1202.729,1183.414,2.39,56.242,69.448,6.771,0.020,1197.295,1183.804,2.07,62.091,57.551,6.541,0.005,1183.005,1170.642,3.07,60.011,63.617,6.704,0.013,1194.021,1176.976,2.36,43.032,11.133,5.146,0.034,1137.248,1115.801,2.55
03:16.598,57.228,66.728,6.704,-0.021,1185.411,1181.072,3.00,59.131,64.277,6.576,-0.020,1183.430,1177.988,2.84,58.275,65.066,6.599,-0.034,1183.939,1179.104,3.07,59.195,64.935,6.725,-0.037,1194.979,1178.497,2.40,60.569,62.547,6.569,-0.018,1199.590,1175.804,2.37,55.179,69.503,6.761,0.027,1198.145,1184.512,2.89,60.238,62.25,6.546,-0.054,1184.934,1175.687,2.82,61.03,60.813,6.491,-0.074,1181.953,1174.048,2.75,55.871,69.419,6.863,-0.003,1202.729,1184.001,2.32,55.806,69.971,6.776,0.022,1197.295,1184.439,2.10,61.928,58.135,6.535,0.002,1183.005,1171.247,3.03,59.7,64.131,6.697,0.010,1194.021,1177.577,2.36,43.591,11.449,5.146,0.032,1137.248,1116.417,2.56
03:16.698,56.822,67.365,6.711,-0.017,1185.411,1181.826,3.01,58.837,64.753,6.566,-0.024,1183.430,1178.537,2.79,57.913,65.62,6.598,-0.032,1183.939,1179.767,3.09,58.811,65.461,6.696,-0.049,1196.135,1179.147,2.38,60.253,63.185,6.570,-0.016,1200.977,1176.481,2.40,54.734,70.04,6.764,0.027,1199.590,1185.210,2.86,59.898,62.822,6.532,-0.058,1186.254,1176.344,2.83,60.741,61.399,6.482,-0.074,1183.241,1174.701,2.77,55.351,69.849,6.852,-0.008,1204.012,1184.654,2.40,55.278,70.624,6.782,0.023,1198.815,1185.278,2.08,61.757,58.713,6.529,-0.001,1184.214,1171.848,2.98,59.472,64.716,6.690,0.006,1195.223,1178.163,2.37,44.023,11.639,5.147,0.031,1138.360,1116.889,2.61
03:16.798,56.416,67.863,6.719,-0.012,1186.871,1182.467,2.96,58.516,65.247,6.557,-0.027,1184.581,1179.127,2.78,57.584,66.169,6.598,-0.031,1185.261,1180.410,3.09,58.395,65.993,6.667,-0.062,1196.135,1179.820,2.42,59.99,63.864,6.572,-0.014,1200.977,1177.200,2.37,54.293,70.519,6.767,0.027,1199.590,1185.861,2.83,59.537,63.32,6.518,-0.062,1186.254,1176.957,2.86,60.428,62.034,6.473,-0.074,1183.241,1175.410,2.76,54.866,70.355,6.841,-0.013,1204.012,1185.355,2.50,54.798,71.308,6.787,0.025,1198.815,1186.043,2.03,61.509,59.345,6.523,-0.004,1184.214,1172.523,2.94,59.182,65.276,6.683,0.002,1195.223,1178.790,2.27,44.414,11.867,5.147,0.029,1138.360,1117.341,2.59
03:16.898,56.013,68.487,6.726,-0.007,1186.871,1183.205,2.97,58.126,65.822,6.548,-0.031,1184.581,1179.822,2.79,57.207,66.703,6.598,-0.029,1185.261,1181.065,3.05,57.985,66.584,6.638,-0.075,1196.135,1180.510,2.49,59.692,64.386,6.573,-0.013,1202.415,1177.801,2.26,53.849,71.026,6.771,0.027,1199.590,1186.524,2.83,59.15,63.831,6.504,-0.066,1186.254,1177.592,2.92,60.136,62.68,6.465,-0.075,1183.241,1176.101,2.76,54.391,70.902,6.830,-0.019,1204.012,1186.050,2.52,54.362,71.854,6.792,0.026,1198.815,1186.736,1.93,61.243,59.894,6.517,-0.007,1184.214,1173.132,2.92,58.829,65.824,6.675,-0.002,1196.479,1179.444,2.21,44.767,12.006,5.147,0.028,1138.360,1117.719,2.62
03:16.998,55.613,69.04,6.734,-0.002,1188.248,1183.887,2.88,57.788,66.382,6.539,-0.034,1185.858,1180.463,2.80,56.789,67.254,6.597,-0.028,1186.547,1181.756,3.04,57.583,67.149,6.608,-0.087,1197.567,1181.203,2.48,59.33,64.979,6.575,-0.011,1202.415,1178.461,2.25,53.362,71.538,6.774,0.027,1200.927,1187.230,2.79,58.757,64.517,6.490,-0.070,1187.522,1178.382,3.00,59.836,63.316,6.456,-0.075,1184.669,1176.803,2.72,53.956,71.37,6.820,-0.024,1205.443,1186.688,2.50,53.854,72.335,6.798,0.027,1200.355,1187.436,1.84,60.998,60.411,6.511,-0.010,1185.507,1173.705,2.95,58.421,66.366,6.668,-0.006,1196.479,1180.077,2.21,45.162,12.198,5.148,0.026,1138.360,1118.135,2.58
03:17.098,55.199,69.527,6.746,0.005,1188.248,1184.517,2.84,57.477,66.893,6.532,-0.036,1185.858,1181.058,2.76,56.391,67.759,6.600,-0.024,1186.547,1182.402,3.05,57.209,67.578,6.582,-0.097,1197.567,1181.770,2.47,58.96,65.545,6.575,-0.010,1203.711,1179.137,2.25,52.877,71.931,6.771,0.024,1200.927,1187.851,2.77,58.491,65.178,6.477,-0.074,1187.522,1179.082,2.98,59.491,63.941,6.448,-0.075,1184.669,1177.511,2.66,53.539,71.81,6.809,-0.028,1205.443,1187.294,2.47,53.336,72.626,6.788,0.021,1200.355,1187.999,1.85,60.775,60.917,6.498,-0.016,1185.507,1174.256,2.96,58.05,66.899,6.658,-0.010,1197.808,1180.727,2.26,45.687,12.503,5.152,0.027,1139.634,1118.742,2.57
03:17.198,54.745,69.959,6.750,0.007,1189.567,1185.142,2.83,57.12,67.428,6.532,-0.034,1187.109,1181.702,2.71,55.991,68.261,6.601,-0.022,1187.880,1183.044,3.05,56.899,68.008,6.572,-0.097,1198.828,1182.272,2.52,58.572,66.17,6.578,-0.008,1203.711,1179.874,2.25,52.377,72.364,6.764,0.019,1202.255,1188.505,2.83,58.17,65.78,6.486,-0.065,1189.022,1179.762,2.85,59.147,64.505,6.451,-0.069,1186.078,1178.161,2.65,53.036,72.173,6.798,-0.032,1206.688,1187.907,2.45,52.751,72.94,6.779,0.015,1201.639,1188.607,2.01,60.551,61.488,6.485,-0.022,1186.631,1174.866,2.95,57.623,67.391,6.648,-0.015,1197.808,1181.375,2.24,46.194,12.794,5.156,0.028,1139.634,1119.327,2.58
03:17.298,54.237,70.352,6.755,0.009,1189.567,1185.776,2.88,56.677,67.981,6.532,-0.032,1187.109,1182.393,2.68,55.571,68.785,6.603,-0.020,1187.880,1183.716,3.04,56.487,68.525,6.562,-0.096,1198.828,1182.934,2.50,58.197,66.673,6.581,-0.006,1205.122,1180.451,2.24,51.866,72.886,6.758,0.015,1202.255,1189.234,2.84,57.747,66.345,6.496,-0.056,1189.022,1180.457,2.79,58.83,65,6.454,-0.064,1186.078,1178.749,2.66,52.521,72.518,6.787,-0.036,1206.688,1188.500,2.54,52.217,73.389,6.769,0.008,1201.639,1189.304,2.16,60.27,62.121,6.472,-0.027,1186.631,1175.558,2.89,57.238,67.876,6.638,-0.019,1199.107,1181.994,2.30,46.713,13.147,5.161,0.029,1140.825,1119.952,2.58
03:17.398,53.732,70.859,6.759,0.011,1190.840,1186.490,2.99,56.19,68.433,6.531,-0.031,1188.466,1183.052,2.69,55.203,69.287,6.605,-0.018,1189.200,1184.337,3.04,56.048,69.018,6.552,-0.096,1200.024,1183.593,2.49,57.903,67.276,6.585,-0.004,1205.122,1181.118,2.26,51.369,73.395,6.752,0.010,1203.646,1189.943,2.79,57.356,66.835,6.505,-0.047,1190.405,1181.083,2.81,58.459,65.529,6.457,-0.058,1187.333,1179.394,2.66,51.994,73.025,6.776,-0.040,1207.934,1189.229,2.63,51.724,73.837,6.760,0.002,1202.999,1189.970,2.18,59.982,62.727,6.459,-0.033,1187.942,1176.219,2.86,56.799,68.398,6.628,-0.023,1199.107,1182.638,2.32,47.193,13.503,5.165,0.030,1140.825,1120.528,2.63
03:17.498,53.269,71.337,6.763,0.013,1192.208,1187.156,2.99,55.718,68.852,6.531,-0.029,1189.749,1183.675,2.78,54.788,69.766,6.606,-0.015,1190.442,1184.970,2.99,55.525,69.542,6.541,-0.096,1201.411,1184.310,2.52,57.544,67.812,6.588,-0.002,1206.414,1181.762,2.14,50.862,73.82,6.746,0.005,1205.003,1190.589,2.74,56.946,67.269,6.515,-0.038,1191.615,1181.675,2.84,58.108,66.122,6.459,-0.053,1188.653,1180.064,2.68,51.453,73.521,6.765,-0.044,1209.385,1189.964,2.60,51.24,74.366,6.750,-0.005,1204.366,1190.631,2.17,59.643,63.31,6.446,-0.039,1189.273,1176.894,2.83,56.291,69.047,6.618,-0.028,1200.408,1183.463,2.33,47.58,13.772,5.169,0.031,1142.050,1120.999,2.67
